name,ra,dec,diameter,mag,alias,minorDiameter,anglePA
PGC 25676,137.026250,78.085278,4.266,15.00,,1.413,20.0
PGC 27351,144.185833,-21.128333,4.266,15.00,,3.236,169.0
PGC 30108,154.652500,-17.983333,4.266,15.00,,1.202,168.0
PGC 30445,155.877500,19.865000,4.266,15.00,,2.188,156.0
PGC 30560,156.272500,17.162222,4.266,15.00,,2.754,85.0
PGC 32153,161.549583,1.812778,4.266,15.00,,0.708,160.0
PGC 33871,167.489167,-37.538056,4.266,15.00,,3.388,31.0
PGC 37930,180.361667,61.895833,4.266,15.00,,1.862,85.0
PGC 37967,180.470000,-18.865000,4.266,15.00,,2.754,120.0
PGC 37969,180.474167,-18.885000,4.266,15.00,,2.399,24.0
PGC 39423,184.376250,45.619167,4.266,15.00,,3.090,25.0
PGC 44409,194.532083,-46.263333,4.266,15.00,,0.871,150.0
PGC 45155,196.018750,-41.411389,4.266,15.00,,2.818,44.0
PGC 47762,203.432500,-48.152500,4.266,15.00,,3.090,43.0
PGC 52381,219.896667,-45.019167,4.266,15.00,,2.089,86.0
PGC 62964,288.815000,-54.132500,4.266,15.00,,0.794,167.0
PGC 66003,315.889583,29.897222,4.266,15.00,,1.349,157.0
PGC 66549,319.750000,-48.562778,4.266,15.00,,2.951,64.0
PGC 71047,349.770000,-8.485556,4.266,15.00,,2.570,145.0
PGC 5619,22.619583,-22.666944,4.169,15.00,,2.754,115.0
PGC 9747,38.392083,-39.045278,4.169,15.00,,3.020,18.0
PGC 10329,40.917917,1.375833,4.169,15.00,,3.162,34.0
PGC 11480,45.661250,-18.897778,4.169,15.00,,3.020,46.0
PGC 12007,48.382083,-25.725278,4.169,15.00,,2.512,119.0
PGC 12431,49.961250,-26.060000,4.169,15.00,,3.548,37.0
PGC 14965,65.495833,-56.975000,4.169,15.00,,3.020,1.0
PGC 17625,85.522917,69.378333,4.169,15.00,,2.951,85.0
PGC 19617,101.915833,-26.746389,4.169,15.00,,3.020,154.0
PGC 23110,123.667500,49.061111,4.169,15.00,,2.089,167.0
PGC 24784,132.299583,60.220556,4.169,15.00,,0.813,63.0
PGC 29472,152.040000,53.083889,4.169,15.00,,0.741,131.0
PGC 30019,154.222083,73.400556,4.169,15.00,,3.631,155.0
PGC 30308,155.397083,-34.267222,4.169,15.00,,2.754,129.0
PGC 31466,159.148333,-27.517778,4.169,15.00,,3.388,94.0
PGC 32249,161.926667,13.985833,4.169,15.00,,2.188,37.0
PGC 34767,170.260000,53.168889,4.169,15.00,,3.467,118.0
PGC 37178,178.085000,-26.906389,4.169,15.00,,0.724,64.0
PGC 37496,179.030000,-19.895000,4.169,15.00,,1.905,11.0
PGC 38150,181.017083,31.895556,4.169,15.00,,1.738,99.0
PGC 39389,184.291250,7.191111,4.169,15.00,,0.851,48.0
PGC 39659,184.846667,5.825556,4.169,15.00,,3.388,160.0
PGC 41228,187.453750,13.429444,4.169,15.00,,2.455,0.0
PGC 46126,198.880000,-23.983889,4.169,15.00,,2.188,20.0
PGC 48040,204.161667,-33.966389,4.169,15.00,,2.951,23.0
PGC 49025,207.272083,-30.296667,4.169,15.00,,2.344,65.0
PGC 50895,213.713750,25.317778,4.169,15.00,,1.479,93.0
PGC 51207,214.939167,9.363056,4.169,15.00,,0.851,52.0
PGC 53643,225.295833,1.701389,4.169,15.00,,2.884,159.0
PGC 2081,8.692917,-8.396389,4.074,15.00,,2.344,26.0
PGC 4126,17.362500,35.718056,4.074,15.00,,4.074,0.0
PGC 8631,33.864583,6.001667,4.074,15.00,,2.818,24.0
PGC 11282,44.715417,75.744444,4.074,15.00,,0.355,11.0
PGC 11643,46.542083,42.371667,4.074,15.00,,2.042,13.0
PGC 12011,48.419583,-25.190278,4.074,15.00,,0.724,168.0
PGC 13458,54.843750,-31.321944,4.074,15.00,,0.794,15.0
PGC 15153,66.907500,-55.026944,4.074,15.00,,1.096,19.0
PGC 26649,141.077917,34.513333,4.074,15.00,,3.548,85.0
PGC 37271,178.347917,-28.553333,4.074,15.00,,0.661,77.0
PGC 42100,189.235417,14.216944,4.074,15.00,,3.715,0.0
PGC 43321,192.259167,-8.664444,4.074,15.00,,3.090,7.0
PGC 44191,194.204167,-8.525000,4.074,15.00,,1.259,179.0
PGC 50100,210.910000,-33.979444,4.074,15.00,,3.090,78.0
PGC 53500,224.623750,-47.700833,4.074,15.00,,2.884,0.0
PGC 621420,240.510833,-37.550278,4.074,15.00,,1.820,79.0
PGC 68165,332.320000,-47.166111,4.074,15.00,,3.548,136.0
PGC 69707,341.776250,-64.830000,4.074,15.00,,0.331,9.0
PGC 70884,349.045000,-42.583611,4.074,15.00,,3.236,125.0
PGC 71596,352.494583,40.990556,4.074,15.00,,3.020,0.0
PGC 2666,11.415833,38.041111,3.981,15.00,,3.981,0.0
PGC 6848,27.823333,22.357778,3.981,15.00,,1.259,105.0
PGC 10330,40.935417,-29.003889,3.981,15.00,,2.570,99.0
PGC 13609,55.580833,-35.393611,3.981,15.00,,2.692,77.0
PGC 13620,55.622500,-13.488333,3.981,15.00,,1.023,0.0
PGC 14814,64.405417,-62.784444,3.981,15.00,,2.089,64.0
PGC 24229,129.352917,-55.124167,3.981,15.00,,3.388,104.0
PGC 32614,163.047917,32.951111,3.981,15.00,,2.239,30.0
PGC 35931,174.201250,54.293611,3.981,15.00,,2.042,149.0
PGC 37366,178.667083,-13.975000,3.981,15.00,,3.020,10.0
PGC 39315,184.116250,-43.324444,3.981,15.00,,1.288,29.0
PGC 40442,186.231250,11.703889,3.981,15.00,,1.905,94.0
PGC 40692,186.612500,31.222500,3.981,15.00,,2.291,169.0
PGC 41260,187.509583,13.636667,3.981,15.00,,3.467,27.0
PGC 42401,189.983750,10.175556,3.981,15.00,,3.311,135.0
PGC 42575,190.385417,41.149167,3.981,15.00,,2.818,34.0
PGC 43186,191.940417,13.762222,3.981,15.00,,3.090,164.0
PGC 47151,201.870417,-38.173889,3.981,15.00,,0.776,124.0
PGC 49514,208.915833,40.461667,3.981,15.00,,2.630,2.0
PGC 49548,209.027083,59.741667,3.981,15.00,,0.851,3.0
PGC 53862,226.358750,2.099167,3.981,15.00,,1.349,22.0
PGC 53932,226.622083,1.605278,3.981,15.00,,3.715,0.0
PGC 55104,231.673333,40.564167,3.981,15.00,,0.794,83.0
PGC 55740,234.986667,58.079444,3.981,15.00,,1.349,25.0
PGC 62706,285.749583,-56.160000,3.981,15.00,,0.468,135.0
PGC 64192,302.473750,-48.378889,3.981,15.00,,3.311,83.0
PGC 67892,330.591667,-18.916389,3.981,15.00,,1.148,83.0
PGC 68096,331.969167,31.359167,3.981,15.00,,3.388,95.0
PGC 70258,345.250000,30.145556,3.981,15.00,,2.291,130.0
PGC 2807158,357.943333,24.586389,3.981,15.00,,1.995,0.0
PGC 2121,8.844583,36.504722,3.890,15.00,,2.344,0.0
PGC 5193,21.137917,3.800556,3.890,15.00,,1.549,130.0
PGC 10122,40.099583,-8.432778,3.890,15.00,,2.570,4.0
PGC 13333,54.192917,-35.999444,3.890,15.00,,1.349,24.0
PGC 13368,54.366667,-24.503333,3.890,15.00,,2.455,177.0
PGC 14118,58.945833,-42.370556,3.890,15.00,,1.738,91.0
PGC 16716,76.362500,-11.871389,3.890,15.00,,1.862,100.0
PGC 23071,123.498333,45.742778,3.890,15.00,,0.513,172.0
PGC 23313,124.743333,57.802778,3.890,15.00,,1.000,177.0
PGC 28298,147.533333,-73.921389,3.890,15.00,,3.631,0.0
PGC 28316,147.592917,72.279444,3.890,15.00,,3.090,176.0
PGC 29311,151.450833,-67.377500,3.890,15.00,,2.754,27.0
PGC 35097,171.302083,-26.736667,3.890,15.00,,2.344,70.0
PGC 38527,182.040417,10.379722,3.890,15.00,,2.455,132.0
PGC 39179,183.810000,20.659167,3.890,15.00,,3.388,0.0
PGC 39568,184.679167,65.897778,3.890,15.00,,0.692,42.0
PGC 40097,185.634167,29.894722,3.890,15.00,,3.715,0.0
PGC 40836,186.834583,64.801389,3.890,15.00,,2.884,0.0
PGC 40904,186.922917,43.494167,3.890,15.00,,2.512,130.0
PGC 41069,187.189583,44.864167,3.890,15.00,,1.047,40.0
PGC 41538,188.026250,11.176389,3.890,15.00,,1.778,12.0
PGC 42429,190.052500,-5.799167,3.890,15.00,,1.549,174.0
PGC 43254,192.095833,8.487222,3.890,15.00,,1.995,174.0
PGC 43798,193.371250,2.168056,3.890,15.00,,2.042,168.0
PGC 45165,196.054167,-5.551944,3.890,15.00,,2.692,168.0
PGC 48816,206.602083,46.107778,3.890,15.00,,0.832,150.0
PGC 49448,208.690417,53.900556,3.890,15.00,,1.202,18.0
PGC 542765,209.461250,-43.932778,3.890,15.00,,2.089,12.0
PGC 50600,212.605000,-43.325556,3.890,15.00,,3.467,0.0
PGC 50676,212.908333,-1.157778,3.890,15.00,,0.776,175.0
PGC 61300,270.464583,6.969722,3.890,15.00,,0.741,4.0
PGC 63797,298.595833,-58.713889,3.890,15.00,,2.692,128.0
PGC 69733,341.947500,-22.311389,3.890,15.00,,3.090,97.0
PGC 70027,343.938333,-42.641111,3.890,15.00,,2.818,85.0
PGC 70069,344.150000,-37.030278,3.890,15.00,,2.951,139.0
PGC 70070,344.153333,-36.249722,3.890,15.00,,0.813,98.0
PGC 70089,344.287083,-42.805000,3.890,15.00,,2.512,92.0
PGC 2052,8.565417,-27.805000,3.802,15.00,,1.778,117.0
PGC 3743,15.714167,-65.610000,3.802,15.00,,0.537,146.0
PGC 6690,27.353333,21.996667,3.802,15.00,,0.794,78.0
PGC 13108,53.012917,-20.817778,3.802,15.00,,1.549,138.0
PGC 13344,54.237500,-35.506389,3.802,15.00,,3.631,0.0
PGC 13880,57.086250,70.133056,3.802,15.00,,1.622,110.0
PGC 14236,59.899167,-67.635278,3.802,15.00,,1.380,124.0
PGC 15967,71.566667,76.418889,3.802,15.00,,0.646,74.0
PGC 18394,91.418750,-86.632222,3.802,15.00,,0.776,92.0
PGC 20047,105.668333,-28.697222,3.802,15.00,,2.239,4.0
PGC 21815,116.892083,-41.451667,3.802,15.00,,0.603,15.0
PGC 23222,124.275417,-27.457500,3.802,15.00,,1.820,4.0
PGC 25232,134.753750,39.209167,3.802,15.00,,0.398,115.0
PGC 29814,153.440000,3.424444,3.802,15.00,,2.188,88.0
PGC 31478,159.178750,-27.527222,3.802,15.00,,3.311,59.0
PGC 33343,165.697083,17.989167,3.802,15.00,,0.562,0.0
PGC 34298,168.776250,14.786667,3.802,15.00,,3.631,0.0
PGC 34513,169.460833,-26.135000,3.802,15.00,,2.818,135.0
PGC 35043,171.109167,11.341944,3.802,15.00,,1.096,98.0
PGC 35064,171.181667,38.762222,3.802,15.00,,2.884,29.0
PGC 36754,176.769167,-16.854444,3.802,15.00,,2.818,9.0
PGC 36921,177.313333,56.083333,3.802,15.00,,2.344,108.0
PGC 37320,178.487083,-23.162500,3.802,15.00,,1.175,167.0
PGC 39212,183.892917,-35.629722,3.802,15.00,,1.698,80.0
PGC 42096,189.222917,7.246111,3.802,15.00,,0.977,159.0
PGC 43189,191.944167,4.335556,3.802,15.00,,3.467,0.0
PGC 48860,206.751250,60.973056,3.802,15.00,,0.501,60.0
PGC 50031,210.709167,49.172222,3.802,15.00,,1.950,115.0
PGC 53979,226.782917,1.543889,3.802,15.00,,2.818,105.0
PGC 54117,227.446250,57.000000,3.802,15.00,,1.413,0.0
PGC 55637,234.401250,5.973611,3.802,15.00,,2.884,147.0
PGC 62951,288.681250,-62.271389,3.802,15.00,,0.977,111.0
PGC 70419,346.235833,12.322778,3.802,15.00,,2.884,29.0
PGC 72060,354.973750,-12.291389,3.802,15.00,,2.951,66.0
PGC 72228,355.939167,-31.956111,3.802,15.00,,0.661,48.0
PGC 72237,355.977500,26.076111,3.802,15.00,,2.455,163.0
PGC 3089,13.176667,-31.206111,3.715,15.00,,2.754,128.0
PGC 5663,22.836250,-6.868333,3.715,15.00,,2.399,103.0
PGC 11521,45.896250,46.386389,3.715,15.00,,2.188,31.0
PGC 11931,48.059583,-10.480556,3.715,15.00,,0.589,70.0
PGC 13926,57.425000,-26.993611,3.715,15.00,,0.501,69.0
PGC 21600,115.480000,16.803333,3.715,15.00,,3.090,0.0
PGC 23303,124.689167,-25.499444,3.715,15.00,,2.344,72.0
PGC 24590,131.283750,-33.794444,3.715,15.00,,2.512,111.0
PGC 27885,146.067500,-21.278611,3.715,15.00,,3.162,69.0
PGC 28246,147.355833,-32.841944,3.715,15.00,,0.759,46.0
PGC 28571,148.620417,-25.702778,3.715,15.00,,2.239,118.0
PGC 28636,148.920000,72.202778,3.715,15.00,,1.585,0.0
PGC 28919,150.025417,-31.552222,3.715,15.00,,2.188,125.0
PGC 28927,150.057917,-19.635556,3.715,15.00,,2.239,144.0
PGC 30022,154.230833,-48.880556,3.715,15.00,,2.291,8.0
PGC 30868,157.258333,-44.656389,3.715,15.00,,3.020,80.0
PGC 31926,160.692917,-36.355278,3.715,15.00,,1.349,174.0
PGC 32666,163.225833,-32.928056,3.715,15.00,,1.096,148.0
PGC 35797,173.757500,54.849167,3.715,15.00,,1.288,169.0
PGC 35869,173.989583,70.535278,3.715,15.00,,0.794,130.0
PGC 37845,180.097500,-1.100833,3.715,15.00,,2.818,15.0
PGC 38411,181.669167,-29.761667,3.715,15.00,,2.692,134.0
PGC 39886,185.260000,3.722222,3.715,15.00,,0.427,2.0
PGC 40105,185.660000,11.801389,3.715,15.00,,0.955,141.0
PGC 40614,186.482083,18.213611,3.715,15.00,,3.548,0.0
PGC 41111,187.262500,13.183333,3.715,15.00,,1.549,9.0
PGC 42833,190.927917,16.393056,3.715,15.00,,2.455,76.0
PGC 46441,199.840417,-14.844167,3.715,15.00,,0.550,148.0
PGC 46531,200.074583,-24.440278,3.715,15.00,,3.090,42.0
PGC 49563,209.069167,47.235278,3.715,15.00,,1.778,34.0
PGC 49673,209.462083,-43.930000,3.715,15.00,,2.344,179.0
PGC 51245,215.141667,-29.241944,3.715,15.00,,2.884,143.0
PGC 53247,223.489167,3.545000,3.715,15.00,,0.912,146.0
PGC 62077,278.707917,70.524722,3.715,15.00,,1.096,171.0
PGC 65295,311.137083,-68.747222,3.715,15.00,,2.042,125.0
PGC 191392,332.135833,-57.442500,3.715,15.00,,1.660,64.0
PGC 69161,338.469167,-40.933333,3.715,15.00,,0.933,9.0
PGC 4063,17.153750,1.641389,3.631,15.00,,1.122,126.0
PGC 5283,21.380833,1.758889,3.631,15.00,,2.512,48.0
PGC 634055,23.477917,-36.667778,3.631,15.00,,2.291,171.0
PGC 6174,25.041250,15.904444,3.631,15.00,,2.884,0.0
PGC 6581,26.930833,-52.760833,3.631,15.00,,2.884,72.0
PGC 6830,27.776250,-44.444722,3.631,15.00,,3.090,61.0
PGC 9247,36.502500,39.471389,3.631,15.00,,2.399,62.0
PGC 10060,39.848750,1.093611,3.631,15.00,,0.955,67.0
PGC 10496,41.605417,-0.498333,3.631,15.00,,2.291,18.0
PGC 11984,48.271667,-57.356389,3.631,15.00,,0.851,26.0
PGC 14163,59.366250,-46.210000,3.631,15.00,,3.388,0.0
PGC 15638,69.155000,-0.143889,3.631,15.00,,1.047,21.0
PGC 20556,109.160000,-62.344444,3.631,15.00,,0.955,174.0
PGC 24961,133.386250,51.313056,3.631,15.00,,3.631,0.0
PGC 26026,138.457500,-69.644722,3.631,15.00,,2.399,94.0
PGC 26157,139.081250,-23.634444,3.631,15.00,,1.259,14.0
PGC 26498,140.437917,64.257778,3.631,15.00,,0.389,60.0
PGC 28960,150.171667,-31.662500,3.631,15.00,,2.291,150.0
PGC 30083,154.522083,21.832778,3.631,15.00,,1.259,123.0
PGC 30367,155.612083,-33.134444,3.631,15.00,,2.570,0.0
PGC 31497,159.233333,21.882222,3.631,15.00,,0.955,52.0
PGC 31551,159.357083,-25.318889,3.631,15.00,,2.692,50.0
PGC 32508,162.722083,13.411944,3.631,15.00,,1.950,155.0
PGC 32529,162.809583,5.839444,3.631,15.00,,3.090,10.0
PGC 33160,165.077500,13.901111,3.631,15.00,,2.138,70.0
PGC 33408,165.931667,28.885278,3.631,15.00,,1.318,163.0
PGC 34641,169.837917,57.758889,3.631,15.00,,2.884,0.0
PGC 35088,171.260417,-9.795278,3.631,15.00,,1.905,5.0
PGC 36243,175.243333,11.470833,3.631,15.00,,2.455,25.0
PGC 37466,178.937917,55.320278,3.631,15.00,,0.977,119.0
PGC 38167,181.046250,18.443611,3.631,15.00,,1.479,153.0
PGC 38417,181.685833,-29.768333,3.631,15.00,,2.692,94.0
PGC 41620,188.200417,37.622222,3.631,15.00,,1.000,0.0
PGC 44536,194.758333,34.860278,3.631,15.00,,1.479,15.0
PGC 45683,197.516667,-46.436389,3.631,15.00,,2.291,50.0
PGC 49411,208.547083,5.226389,3.631,15.00,,0.525,177.0
PGC 51978,218.196250,49.457778,3.631,15.00,,1.660,46.0
PGC 52154,218.873750,48.741389,3.631,15.00,,0.933,84.0
PGC 55821,235.500000,0.713333,3.631,15.00,,0.457,78.0
PGC 57888,245.246667,-60.487222,3.631,15.00,,1.380,32.0
PGC 61742,274.943333,74.568889,3.631,15.00,,1.778,37.0
PGC 62178,279.641250,25.375000,3.631,15.00,,1.862,143.0
PGC 62407,281.827083,-63.330556,3.631,15.00,,2.512,123.0
PGC 62411,281.846667,-41.718333,3.631,15.00,,1.479,161.0
PGC 64650,306.277083,-24.808333,3.631,15.00,,2.692,59.0
PGC 69539,340.574583,-30.058056,3.631,15.00,,0.891,6.0
PGC 70569,347.264583,18.177500,3.631,15.00,,1.230,45.0
PGC 72444,356.966667,-30.520278,3.631,15.00,,2.570,12.0
PGC 3853,16.269167,-6.214167,3.548,15.00,,2.630,45.0
PGC 5139,21.016667,12.917222,3.548,15.00,,2.692,108.0
PGC 10507,41.641250,-0.247222,3.548,15.00,,1.585,107.0
PGC 10959,43.614583,41.579444,3.548,15.00,,1.479,81.0
PGC 11559,46.034167,-26.067500,3.548,15.00,,1.820,7.0
PGC 11625,46.431250,36.786667,3.548,15.00,,0.631,136.0
PGC 11851,47.583333,-22.404444,3.548,15.00,,0.603,74.0
PGC 14475,61.703333,-21.178056,3.548,15.00,,1.445,32.0
PGC 16790,77.030417,-38.309167,3.548,15.00,,2.570,71.0
PGC 16957,78.562083,62.580000,3.548,15.00,,1.585,6.0
PGC 17422,83.201250,-14.062778,3.548,15.00,,1.862,149.0
PGC 19789,103.293750,57.177778,3.548,15.00,,3.236,0.0
PGC 27159,143.442083,10.153333,3.548,15.00,,2.239,135.0
PGC 32550,162.847083,-19.887778,3.548,15.00,,0.550,151.0
PGC 34583,169.651250,57.999722,3.548,15.00,,1.778,102.0
PGC 37050,177.720000,38.880833,3.548,15.00,,1.622,65.0
PGC 37235,178.230833,36.986111,3.548,15.00,,2.344,10.0
PGC 37325,178.503750,-20.566944,3.548,15.00,,1.000,62.0
PGC 40023,185.508750,-35.792222,3.548,15.00,,0.603,121.0
PGC 40245,185.897083,16.721944,3.548,15.00,,2.630,102.0
PGC 40296,185.995417,48.779167,3.548,15.00,,1.259,77.0
PGC 40644,186.532500,13.111944,3.548,15.00,,1.023,88.0
PGC 40791,186.770000,37.144167,3.548,15.00,,2.188,0.0
PGC 41471,187.914583,3.939444,3.548,15.00,,2.818,70.0
PGC 41729,188.415000,9.173889,3.548,15.00,,0.933,34.0
PGC 42241,189.617917,4.318611,3.548,15.00,,1.148,115.0
PGC 43902,193.598333,-10.536667,3.548,15.00,,1.413,120.0
PGC 45174,196.070000,-30.523333,3.548,15.00,,3.020,14.0
PGC 45195,196.128333,-3.572778,3.548,15.00,,2.754,90.0
PGC 54364,228.440000,-14.268889,3.548,15.00,,1.380,26.0
PGC 54445,228.848333,55.516944,3.548,15.00,,2.455,130.0
PGC 54849,230.483750,5.070833,3.548,15.00,,2.512,140.0
PGC 60315,261.797917,11.542500,3.548,15.00,,0.891,42.0
PGC 63571,295.892083,-58.655833,3.548,15.00,,1.175,175.0
PGC 64632,306.115833,-43.653611,3.548,15.00,,2.692,158.0
PGC 67023,323.939167,-63.904722,3.548,15.00,,2.089,6.0
PGC 9788,38.555417,29.310556,3.467,15.00,,1.698,152.0
PGC 9795,38.585000,32.505833,3.467,15.00,,0.490,48.0
PGC 10048,39.799167,10.846944,3.467,15.00,,1.288,155.0
PGC 11617,46.379167,42.835278,3.467,15.00,,1.318,122.0
PGC 12174,49.191250,80.791944,3.467,15.00,,0.813,167.0
PGC 13028,52.644583,-34.853333,3.467,15.00,,2.188,139.0
PGC 13544,55.236667,-22.564444,3.467,15.00,,1.514,140.0
PGC 14169,59.427917,-48.907500,3.467,15.00,,1.862,1.0
PGC 14409,61.112500,-2.189722,3.467,15.00,,0.832,13.0
PGC 15345,67.705417,64.848056,3.467,15.00,,1.820,120.0
PGC 17250,81.246250,4.505556,3.467,15.00,,2.692,0.0
PGC 17433,83.303333,-36.399167,3.467,15.00,,0.676,109.0
PGC 18121,89.152500,75.316389,3.467,15.00,,2.630,0.0
PGC 21558,115.160000,39.232778,3.467,15.00,,0.550,80.0
PGC 25806,137.390000,33.123889,3.467,15.00,,0.891,147.0
PGC 26034,138.522083,40.113056,3.467,15.00,,2.455,0.0
PGC 27762,145.638333,-3.699722,3.467,15.00,,2.399,20.0
PGC 29216,151.108333,-28.444167,3.467,15.00,,1.122,86.0
PGC 29993,154.081667,-33.563056,3.467,15.00,,1.738,45.0
PGC 30785,156.966667,-43.902778,3.467,15.00,,2.188,90.0
PGC 3097702,166.549583,-14.404722,3.467,15.00,,1.380,0.0
PGC 34147,168.282500,-69.266111,3.467,15.00,,0.575,166.0
PGC 34836,170.429583,20.169444,3.467,15.00,,1.820,42.0
PGC 38531,182.046250,2.878333,3.467,15.00,,2.399,130.0
PGC 39158,183.770417,33.198333,3.467,15.00,,1.738,9.0
PGC 39285,184.048333,47.882778,3.467,15.00,,1.047,140.0
PGC 40201,185.819583,11.367778,3.467,15.00,,0.813,60.0
PGC 40772,186.735833,15.046944,3.467,15.00,,1.230,0.0
PGC 40809,186.798750,9.420833,3.467,15.00,,1.862,93.0
PGC 41063,187.186667,43.224722,3.467,15.00,,3.090,0.0
PGC 42139,189.353333,74.191944,3.467,15.00,,2.754,81.0
PGC 43784,193.338333,1.269167,3.467,15.00,,0.912,116.0
PGC 44358,194.445000,-9.633889,3.467,15.00,,0.398,118.0
PGC 45146,195.988750,-11.496944,3.467,15.00,,1.738,47.0
PGC 45908,198.254583,-19.519167,3.467,15.00,,2.399,100.0
PGC 46023,198.555833,-42.961389,3.467,15.00,,1.950,52.0
PGC 46039,198.615833,45.919722,3.467,15.00,,1.380,150.0
PGC 48122,204.359167,7.645000,3.467,15.00,,1.820,0.0
PGC 48767,206.330000,41.712500,3.467,15.00,,0.912,95.0
PGC 49308,208.226667,-1.114167,3.467,15.00,,2.570,26.0
PGC 51223,215.018750,3.992222,3.467,15.00,,0.851,115.0
PGC 52809,221.851667,-17.445278,3.467,15.00,,0.575,172.0
PGC 84880,270.831250,-43.664722,3.467,15.00,,0.891,65.0
PGC 63351,293.324583,-58.113889,3.467,15.00,,1.122,161.0
PGC 65915,315.332917,-72.645000,3.467,15.00,,0.676,18.0
PGC 65960,315.632500,-16.817778,3.467,15.00,,0.759,87.0
PGC 66669,320.808333,-45.771667,3.467,15.00,,0.891,44.0
PGC 67532,328.062917,-55.569722,3.467,15.00,,0.933,19.0
PGC 72443,356.953750,-57.071389,3.467,15.00,,0.724,46.0
PGC 5222,21.199167,9.539167,3.388,15.00,,3.388,0.0
PGC 771919,46.033333,-26.070278,3.388,15.00,,1.950,10.0
PGC 12788,51.333750,-36.385556,3.388,15.00,,1.318,130.0
PGC 13121,53.014583,68.368333,3.388,15.00,,1.445,165.0
PGC 14520,62.079167,-21.051667,3.388,15.00,,1.995,8.0
PGC 15342,67.689167,0.864722,3.388,15.00,,1.047,159.0
PGC 15406,67.916250,-5.086111,3.388,15.00,,2.138,5.0
PGC 15821,70.368333,-2.857222,3.388,15.00,,2.884,11.0
PGC 20592,109.420000,23.356944,3.388,15.00,,0.490,120.0
PGC 21293,113.485833,-50.441944,3.388,15.00,,2.399,109.0
PGC 22174,118.771250,-76.413056,3.388,15.00,,0.776,136.0
PGC 23069,123.490000,52.648056,3.388,15.00,,0.417,110.0
PGC 24530,131.031250,30.119167,3.388,15.00,,0.617,50.0
PGC 25161,134.335000,2.921389,3.388,15.00,,1.175,107.0
PGC 28840,149.773750,-30.250000,3.388,15.00,,0.468,153.0
PGC 30949,157.502083,-35.325000,3.388,15.00,,2.570,71.0
PGC 30983,157.603333,70.050278,3.388,15.00,,1.820,145.0
PGC 31974,160.887083,-36.410278,3.388,15.00,,1.905,140.0
PGC 32271,162.016250,-31.532778,3.388,15.00,,0.617,177.0
PGC 32694,163.350417,16.771944,3.388,15.00,,1.995,0.0
PGC 36918,177.305000,-29.276389,3.388,15.00,,2.188,10.0
PGC 37326,178.504167,-19.568333,3.388,15.00,,0.724,176.0
PGC 37773,179.876250,-19.266944,3.388,15.00,,2.570,173.0
PGC 38049,180.724167,-16.373611,3.388,15.00,,2.239,93.0
PGC 39764,185.028750,29.281667,3.388,15.00,,3.162,0.0
PGC 41150,187.337500,-23.165833,3.388,15.00,,1.230,123.0
PGC 41399,187.767917,-8.054167,3.388,15.00,,1.905,78.0
PGC 42476,190.155000,-5.133056,3.388,15.00,,1.698,58.0
PGC 42510,190.232083,-40.975833,3.388,15.00,,2.291,24.0
PGC 42797,190.834583,1.977500,3.388,15.00,,2.754,132.0
PGC 43350,192.354583,-5.195833,3.388,15.00,,1.047,103.0
PGC 43642,193.054583,-29.841667,3.388,15.00,,0.977,10.0
PGC 45372,196.603333,67.706667,3.388,15.00,,2.042,0.0
PGC 45585,197.237917,-15.516389,3.388,15.00,,2.512,15.0
PGC 46115,198.849583,-16.384722,3.388,15.00,,3.020,62.0
PGC 48593,205.756667,-48.169722,3.388,15.00,,2.399,73.0
PGC 54348,228.375417,-20.676944,3.388,15.00,,0.661,71.0
PGC 54429,228.767083,-10.086111,3.388,15.00,,2.754,56.0
PGC 58985,251.833333,-57.441111,3.388,15.00,,2.291,73.0
PGC 59244,253.697083,36.501389,3.388,15.00,,1.514,85.0
PGC 61922,277.158750,-66.981667,3.388,15.00,,2.754,153.0
PGC 64427,304.322500,-52.796389,3.388,15.00,,1.175,102.0
PGC 64447,304.581667,-70.860000,3.388,15.00,,2.951,112.0
PGC 783420,316.842083,-25.028333,3.388,15.00,,1.738,71.0
PGC 66836,322.259583,-52.766111,3.388,15.00,,0.589,92.0
PGC 67557,328.178333,-48.254444,3.388,15.00,,3.020,0.0
PGC 67946,330.890833,43.749167,3.388,15.00,,2.630,0.0
PGC 72001,354.702500,-6.518333,3.388,15.00,,1.023,17.0
PGC 72009,354.737500,-12.961667,3.388,15.00,,2.344,40.0
PGC 279,0.994167,20.751667,3.311,15.00,,0.813,47.0
PGC 474,1.585417,-41.493889,3.311,15.00,,0.933,18.0
PGC 4367,18.231667,0.981389,3.311,15.00,,2.344,107.0
PGC 5892,23.761667,4.381389,3.311,15.00,,1.950,0.0
PGC 6430,26.265417,-43.598056,3.311,15.00,,2.344,122.0
PGC 6656,27.239167,5.907222,3.311,15.00,,0.933,174.0
PGC 12460,50.028750,-52.187222,3.311,15.00,,0.851,37.0
PGC 13166,53.320833,-13.663611,3.311,15.00,,2.570,79.0
PGC 13646,55.732500,-12.915833,3.311,15.00,,0.427,34.0
PGC 14723,63.652917,-56.060833,3.311,15.00,,1.862,143.0
PGC 16420,74.486250,-0.125833,3.311,15.00,,1.230,56.0
PGC 16849,77.515000,-36.958889,3.311,15.00,,0.589,119.0
PGC 16904,77.997083,-32.972778,3.311,15.00,,2.692,40.0
PGC 17069,79.508333,13.420833,3.311,15.00,,2.239,0.0
